,Word,Count
3945,falar,1011
194,quanto,1005
1795,estar,998
2774,Roberto,998
323,presos,993
480,mandato,992
2770,ministros,988
1697,vão,987
8459,exministro,987
409,nenhum,982
567,uso,978
1952,dados,973
3588,Inácio,969
2234,brasileiro,969
5613,precisa,967
2670,enquanto,967
4944,deu,965
8758,Palocci,959
888,programa,959
2030,começou,957
319,morte,955
146,tão,954
333,período,951
4712,policiais,949
2496,desse,949
830,capital,948
1515,saúde,947
6407,proposta,941
3412,deputados,940
80,candidato,932
528,dezembro,931
4148,verdade,930
266,principais,929
277,Rousseff,927
1785,seis,925
221,mercado,925
3587,instância,921
2436,contas,920
459,vem,919
3159,reunião,915
721,Janeiro,904
5935,frente,903
8047,armas,902
3613,governador,901
4093,texto,898
2169,falta,897
2558,atual,893
1064,ficar,891
3610,lugar,885
946,toda,884
701,Batista,883
1320,muitos,882
6404,vídeo,882
515,brasileira,882
573,quartafeira,881
630,causa,879
64,fatos,879
453,homem,877
189,valores,876
4487,pai,875
3590,condenação,875
353,feita,874
4253,Planalto,873
3596,volta,873
1648,dessa,871
838,longo,870
6427,pra,870
3873,contratos,867
4154,públicos,867
1409,janeiro,866
133,Presidência,865
47,algo,865
598,organização,864
2623,últimos,864
2877,março,863
1279,quais,858
536,eleição,856
3595,advogados,854
4098,esquema,851
2384,horas,850
180,objetivo,846
917,processos,844
5770,busca,844
116,nacional,842
605,Eles,841
6120,Maia,840
6268,País,839
140,imprensa,839
3868,OAS,838
3282,eleições,838
3883,condenado,837
8450,terçafeira,836
2466,Constituição,829
1189,ponto,827
1155,Ainda,827
349,regime,825
1251,Conselho,825
1575,própria,824
1958,abaixo,823
3477,possibilidade,822
2059,última,822
464,fica,822
3705,risco,821
3628,maioria,820
191,tanto,819
7774,inquérito,818
3534,votos,817
7572,segundafeira,817
8335,Fachin,815
4216,respeito,811
238,social,810
2351,Após,810
650,manhã,810
30,receber,808
1871,obras,805
632,premiada,801
271,militar,800
3860,ordem,800
1440,deixar,799
3402,partidos,798
5175,guerra,798
1410,setembro,797
654,pois,795
1148,Também,794
4903,problemas,794
397,falou,791
2399,Depois,790
1146,acesso,789
4036,pagar,788
372,acusação,788
2844,sextafeira,788
699,fevereiro,787
534,eleitoral,787
1454,total,785
426,coisas,782
6118,Segurança,779
403,nenhuma,775
731,Grande,775
2696,ideia,774
589,manter,773
281,crianças,772
1092,evitar,772
3213,deixou,771
315,gestão,771
4523,ataque,771
3334,novembro,769
330,preciso,768
977,algumas,768
9000,senhor,767
4129,ato,762
5577,muitas,761
341,Então,760
2725,autoridades,759
3842,Curitiba,759
8051,reportagem,758
345,militares,757
2468,União,756
1688,assunto,755
3715,documento,753
290,voto,752
6814,alvo,752
2013,redes,752
1439,imóvel,751
7870,Previdência,751
993,serviços,747
668,liberdade,745
689,prazo,744
878,principal,744
2788,BBC,742
274,impeachment,742
5817,Veja,741
498,maio,740
10236,Renan,739
8303,Palácio,737
1369,saber,737
8819,contou,736
461,Essa,735
5320,quintafeira,734
2506,2010,730
715,encontro,729
8331,PGR,729
3195,nesse,729
1657,maneira,728
1075,último,727
2772,Mendes,727
381,discurso,726
8132,Secretaria,725
3950,compra,723
4268,aconteceu,723
2771,Gilmar,722
8903,pagamentos,721
220,economia,719
8324,documentos,718
1391,equipe,717
272,votação,715
3268,sabe,715
2706,direitos,713
1097,resultado,713
364,ninguém,713
596,prática,712
1481,vários,711
1429,algum,710
6272,conversa,710
716,tentar,708
4890,China,705
3307,claro,705
2663,inclusive,704
594,junto,703
6527,americano,702
292,declarou,697
4737,filha,696
10979,Kim,696
457,fala,696
6237,tarde,694
2680,favor,694
774,grandes,694
3317,abril,693
729,água,692
291,sim,691
852,rede,688
1722,escola,687
912,participação,685
3808,TRF4,684
311,relatório,683
5482,jovem,682
2086,recurso,681
1219,outubro,680
5970,vítima,680
11008,nuclear,680
28,espaço,678
7420,papel,678
3644,ocorreu,678
1473,série,675
2002,controle,673
1997,troca,673
1370,alguma,671
3823,hora,671
3689,difícil,670
599,criminosa,670
382,plenário,669
1735,existe,667
2994,brasileiros,667
5367,parlamentares,666
404,Agora,665
544,Neves,664
5456,diretor,664
1074,Entre,662
3038,agosto,661
2438,oficial,660
1804,aumento,659
1375,mudança,656
4190,tentativa,656
14671,Petrobrás,656
6034,porém,656
3380,domingo,655
434,alguém,654
3518,devem,654
3865,acusado,653
2951,setor,652
198,fase,652
843,Esse,650
2330,chegar,649
1647,razão,647
3917,conseguiu,645
614,delações,645
670,condições,643
4497,filhos,642
1194,explica,641
3081,muita,641
1291,novos,641
471,vamos,640
3723,agentes,639
3343,acusações,638
583,sair,636
590,contato,636
1359,Oliveira,636
7672,penal,635
1553,tema,633
2471,corpo,633
1037,100,632
7571,propinas,631
5923,acho,631
7915,intervenção,630
342,povo,630
1525,bom,629
2947,prefeito,629
1897,novas,628
5612,caixa,628
44,parlamentar,627
1978,mostra,627
2845,sábado,625
4409,Filho,624
482,julho,621
378,sentido,621
4974,obra,620
3082,análise,620
3861,sentença,618
4161,prova,618
3906,TSE,617
1299,Até,616
173,movimento,615
591,demais,615
2,decidiu,615
3832,Santos,613
1238,Corte,613
8118,policial,613
616,junho,612
1329,fazendo,612
4048,Henrique,610
4756,mim,610
6984,internacional,607
5394,evento,606
4873,Rússia,605
3097,boa,603
7165,vítimas,603
4717,homens,603
9218,funcionários,603
674,Ricardo,603
3204,Hoje,603
1211,ajuda,601
1231,Universidade,601
6218,Militar,600
646,passiva,600
2075,informação,600
524,deveria,599
4676,ontem,598
368,réu,598
5790,Você,596
6450,força,596
3880,depoimentos,596
8092,chefe,595
3867,empreiteira,594
8332,assessoria,593
1963,Porto,592
4668,negou,591
1128,vou,591
7418,amigos,591
2777,próximo,591
1292,projetos,590
3559,secretário,590
8972,resposta,590
3818,triplex,589
638,pedir,588
5117,livro,587
499,2013,585
1364,feitas,585
3711,serviço,583
7986,carro,583
7606,contrato,582
2041,ouvir,580
448,poderá,580
1744,levar,578
559,Lima,577
2903,sessão,577
5261,plano,576
6185,vista,576
760,Paraná,575
740,várias,575
3003,Globo,574
2738,políticas,574
492,atuação,573
3815,Região,572
10189,delegado,571
7575,procuradores,571
5870,criança,570
722,Apesar,569
7793,forte,569
3974,passar,566
710,Minas,565
2142,diferentes,563
5282,trabalhar,563
101,Lei,562
2057,sede,561
1837,grupos,561
8218,delator,559
62,diante,558
3393,dizem,558
388,Maria,557
4235,acabou,556
4770,Nós,555
1896,queria,554
1851,professor,552
2975,lista,551
831,dez,550
8230,delatores,549
4237,pessoal,549
3137,Judiciário,546
1349,pontos,546
2149,sete,546
1444,somente,545
3696,especial,545
1764,única,544
5055,levou,541
3964,executivos,539
3593,embora,539
6461,construção,537
2960,geral,536
3785,entrar,536
9305,internet,535
7869,aprovação,535
3322,diferente,534
4414,morreu,532
1577,capacidade,532
2488,Costa,531
1920,caminho,530
803,principalmente,530
3813,Regional,529
3339,Pedro,527
907,interesse,527
2963,reformas,527
1138,dono,526
3909,seguida,525
3074,notícias,525
2965,campanhas,525
4162,acima,524
1276,conforme,524
3948,Marisa,523
2641,2012,523
530,comando,521
1180,discussão,521
4381,recebido,521
753,centro,519
2982,procurador,519
2400,chamado,519
3015,mudanças,518
8069,Pública,516
3484,pesquisa,516
2642,Defesa,515
1667,Durante,514
3572,parece,514
2652,necessidade,514
3411,senadores,513
4389,públicas,513
2721,conhecimento,511
1030,oito,511
979,atividades,510
944,Desde,510
5956,atenção,509
8334,Edson,509
3012,jornal,509
8955,nessa,508
4732,presidência,508
237,econômica,506
5128,Quem,505
2170,Saúde,505
2955,Eleitoral,505
841,garantir,504
902,áreas,504
1690,educação,504
4259,íntegra,504
103,posição,503
3329,oposição,503
1733,usar,502
3284,mudar,502
807,tratamento,501
438,futuro,501
9983,amigo,500
8017,hospital,500
107,Bolsonaro,500
849,combate,499
9221,exterior,499
4107,atos,498
4640,foro,497
3036,logo,497
1310,explicou,496
592,investigados,494
8981,democracia,494
5470,alta,494
1142,passa,492
2349,seguinte,491
2539,fazem,491
3616,Alckmin,491
10988,Pyongyang,490
1772,Nos,490
4515,membros,490
1709,Centro,490
1281,milhão,489
3637,data,489
302,sei,488
1520,passada,487
13163,suspeita,486
5539,voltou,486
6752,serem,485
4646,tal,485
4708,pede,485
4317,ruas,485
3902,candidatura,485
8063,drogas,484
1649,2011,484
7871,Procuradoria,482
1040,maiores,482
5224,desses,481
5554,casal,481
1136,Antonio,481
2827,abertura,479
2138,modelo,478
6339,Rocha,478
1264,único,477
1478,ajudar,477
6230,presença,477
10973,mísseis,476
625,pedidos,476
3605,Nesta,475
2005,menor,475
2930,apesar,474
4450,saída,474
1693,pais,474
547,Marco,473
1181,questões,473
2547,entrou,473
2532,órgão,472
8033,Vara,471
3662,decisões,471
3798,tribunal,470
3218,função,470
13010,Facebook,470
3099,carreira,470
3560,Fazenda,469
3926,judicial,468
6428,continuar,468
3685,mão,468
7704,Antônio,467
2865,Governo,465
7731,continua,465
3822,minutos,464
1977,ONU,463
4467,cenário,463
5195,responsabilidade,463
2840,Mais,462
4015,espécie,462
6702,conseguir,461
677,defende,460
683,Neto,460
3297,nomes,459
1982,operações,459
1729,disputa,458
2812,Donald,458
7742,acidente,457
1971,quarta,457
1241,Banco,456
7219,venda,456
6247,voltar,456
8189,tráfico,455
1964,Alegre,455
504,Superior,454
7578,Leia,454
9895,posse,453
4232,envolvendo,453
7910,procuradorgeral,453
2837,criar,452
5455,filme,452
3313,governos,452
3982,sabia,449
1664,produção,449
160,presidencial,448
147,certo,448
260,imagem,448
7828,defender,447
5828,rua,446
2755,comum,446
3671,estatal,445
415,declaração,445
2237,mal,445
9170,Grupo,444
202,críticas,444
338,ameaça,444
3601,criação,443
3126,integrantes,443
2648,diversas,443
4651,investigado,442
3951,prédio,442
1969,cidades,442
5366,denúncias,442
940,necessário,441
5140,queda,441
7644,dizendo,441
2478,regras,440
2194,diversos,440
4840,contrário,440
2374,fundo,439
2329,Antes,439
4786,realidade,439
228,instituições,438
7567,forçatarefa,438
8304,dessas,438
3507,exgovernador,436
2785,esquerda,436
1962,atrás,436
3135,Tem,435
4034,doações,435
184,líderes,434
1304,intenção,434
4225,administração,433
331,entender,433
7917,mortes,433
2922,chapa,433
1603,usado,433
5450,terça,432
4144,“Não,432
1055,tendo,432
4874,fizeram,431
3749,possa,431
2632,Pinheiro,431
5705,jovens,431
5978,opinião,430
5504,ali,430
1633,média,430
7553,feitos,429
5156,cabeça,429
4665,comissão,428
128,anunciou,428
1554,conteúdo,426
4076,origem,426
1123,colocar,426
9232,negócios,426
3736,médico,425
4460,Sem,425
7663,jamais,425
15468,Geddel,425
517,ocasião,424
1163,avaliação,424
7885,grave,424
8519,Eldorado,423
1095,curso,423
7963,mortos,422
6031,tomar,422
6231,servidores,422
2179,redução,422
2480,federais,421
4187,unidade,421
1344,via,420
7873,condição,420
2814,acontece,419
4355,influência,418
7801,Santana,418
3374,alto,418
2469,estadual,418
1658,material,418
1134,benefícios,417
7866,Deputados,417
7305,linha,417
1476,comunidade,416
797,Mesmo,415
3389,votar,415
10106,suspeito,414
3763,medo,414
4373,perto,414
1713,bairro,414
4295,apresentou,413
405,querem,413
313,Comissão,413
7865,fiscal,412
10201,nega,412
3042,jornalista,411
1799,Assim,411
2887,realmente,411
1263,sucesso,410
3176,apresentar,410
4462,doença,409
1839,referência,408
6070,música,408
8414,aliados,407
14427,abuso,406
8089,bastante,406
8328,Lúcia,406
4315,Santa,405
4851,ataques,405
4431,imagens,405
11714,debate,405
8840,réus,405
2062,real,404
8661,Bruno,404
2163,trata,403
3658,determinou,402
5801,“Eu,402
651,magistrado,402
3574,empresários,401
8934,crescimento,401
1864,produtos,401
3847,âmbito,400
4459,saiu,400
8012,direção,399
3688,forças,398
192,termos,397
6588,viagem,397
810,aponta,396
2249,Geral,396
11905,detalhes,394
1129,talvez,394
4900,especialistas,394
684,destacou,393
11015,nucleares,393
4632,Franco,393
4545,Exército,392
2376,próxima,392
11824,teste,391
2948,Salvador,390
892,Alves,389
9179,colaboração,389
257,declarações,389
6515,americana,389
7961,apreensão,388
4686,Cabral,387
4731,Twitter,387
3941,justiça,387
3895,Moreira,387
7621,Presidente,387
3624,disseram,386
1012,atividade,386
449,participar,386
5414,comprar,386
1991,tecnologia,386
8362,agenda,385
2521,banco,385
8413,luta,385
8067,dado,385
3053,Nova,384
4705,deixa,383
1530,tornou,383
3358,candidatos,383
5793,Zona,382
2705,exercício,382
7676,Teixeira,382
1924,companhia,381
10158,viu,381
7669,acredita,381
548,Aurélio,380
5351,respondeu,380
9056,estratégia,379
3167,audiência,379
2891,conversas,378
413,cara,378
3448,conhecido,378
2585,artigo,378
439,eventual,378
7574,interior,378
8768,Meirelles,377
3048,veio,376
3183,motivo,376
1127,legislação,375
1277,agência,375
2079,pressão,374
8327,Cármen,374
2243,importantes,374
2137,órgãos,373
2924,Prefeitura,373
6589,veja,373
3140,poucos,373
5932,cargos,373
5885,acontecer,373
1609,impacto,372
6415,próximos,372
5082,através,370
725,preocupação,370
7541,espera,370
5678,incluindo,370
2363,solução,369
7389,entrada,369
3208,assumir,368
4707,familiares,368
3807,Turma,367
1164,resultados,366
13212,Vieira,366
2437,site,366
1490,moradores,366
2119,atualmente,366
1511,escolas,366
10978,nortecoreano,366
7863,quinta,366
2038,mínimo,366
4564,relações,365
4695,Francisco,365
1549,unidades,364
1154,nível,364
1687,cultura,363
5383,cumprir,363
8159,prevê,363
2819,ganhou,363
538,pretende,362
1601,diretamente,362
10004,negócio,362
7564,sítio,362
3599,popular,362
3819,Guarujá,362
558,Souza,362
10938,míssil,362
2800,diálogo,362
7696,Bernardo,362
4196,chamou,362
13359,tucano,361
825,investimentos,360
8131,nove,360
4594,confirmou,360
7722,idade,360
2974,desenvolvimento,360
9695,BNDES,359
612,realizada,359
2683,instituição,359
5179,jogo,358
7480,versão,358
3292,Venezuela,358
10237,Calheiros,358
3415,Partido,358
9890,tratar,358
2182,gastos,357
3905,manifestação,356
9575,Bahia,356
7690,testemunhas,356
10659,americanos,355
1111,encontrar,355
14013,exdiretor,355
11547,avião,355
4543,tentou,355
3070,experiência,355
5616,marido,353
7611,realizado,353
43,afastamento,353
1270,estados,353
3039,assumiu,352
6006,Deus,352
8754,quero,351
2017,conjunto,351
832,município,350
5857,ônibus,350
4262,juízes,350
1382,anterior,350
9203,irregularidades,350
224,livre,349
6998,começar,349
2050,manutenção,349
6796,gravação,348
14795,Jucá,348
8194,Funaro,348
4599,econômico,348
9130,indícios,348
6042,significa,347
730,Campo,347
5979,Acho,347
1519,mensagem,347
4340,Porque,347
13837,Síria,346
2885,carta,346
6182,chamada,346
3461,haver,346
10820,divulgou,346
8802,exdeputado,346
1720,famílias,346
3765,emprego,345
861,prefeitura,345
5473,primeiros,345
785,qualidade,345
3287,América,344
5387,cinema,344
6139,aprovar,344
11866,parecer,344
6334,negociações,344
1412,ambiente,343
1673,visita,343
3678,sanções,343
1428,precisam,343
5340,executivo,342
5605,presente,342
10865,500,342
6043,seguir,341
694,preventiva,340
95,envolvidos,340
2956,deverá,340
6810,especialmente,340
1816,oportunidade,340
3277,certeza,340
4261,investigadores,340
5365,Padilha,339
2346,formação,339
3704,benefício,339
742,Poder,339
1118,preço,338
6103,Distrito,338
3931,defendeu,338
5029,autor,338
4419,irmão,338
1451,considerado,338
3043,analisar,337
711,Gerais,336
1686,fundamental,336
7147,mãos,336
3903,registro,336
10128,Machado,336
8646,Caixa,335
897,2009,335
3465,Forças,335
6187,notícia,335
2592,abrir,334
1834,renda,334
8906,responder,334
5884,pior,333
8326,ministra,333
3535,perdeu,333
5778,Andrade,333
1330,Que,332
4432,residência,332
4437,visto,332
1184,modo,332
10223,Delcídio,331
6162,manifestantes,331
6131,conflito,331
8757,Dirceu,330
14921,Loures,330
135,palavra,330
186,representa,330
3210,semanas,329
595,suposta,329
1542,sala,329
8181,cidadão,329
7695,terreno,329
10555,Direito,328
6226,fogo,328
2762,Jorge,327
4080,Todos,327
8902,escritório,327
5409,morto,327
56,comunicado,327
3442,Enquanto,327
1751,menina,327
10366,sexta,326
1932,reduzir,326
7705,Alexandre,326
16809,mostram,326
2177,caiu,326
2025,profissionais,326
839,Neste,325
2536,civil,325
1623,cadeia,325
4659,Moraes,325
5798,mostrar,325
8314,episódio,325
5326,investigar,324
915,impedir,323
768,segue,323
10606,interesses,323
8097,efeito,322
3162,Era,322
1488,comunicação,322
27382,vírus,322
3652,tirar,322
9020,dívida,322
4859,campo,322
990,propriedade,321
14063,peemedebista,321
3199,bancada,321
3915,relatou,321
5424,tornar,320
549,Mello,320
3619,aberto,320
4960,partes,320
5789,carnaval,319
2979,Central,319
7906,discutir,319
1721,participou,319
3933,decidir,319
3758,acha,319
7993,tiros,319
3621,Doria,318
4641,privilegiado,318
4739,escreveu,318
8284,Estadão,318
1728,ficaram,318
8479,bens,318
3466,Armadas,317
2892,irá,317
8336,autoridade,317
2815,Aqui,316
3863,STJ,316
3078,quadro,315
4299,Sobre,315
4662,Teori,315
7836,considera,314
3885,afastado,314
1317,importância,314
4194,Nas,314
5574,reais,314
2201,Educação,314
754,território,314
5910,fazia,314
4126,sigilo,314
13536,resolver,313
1379,chega,313
3675,eleitorais,313
2969,humanos,313
6062,trabalha,313
693,200,313
7879,peça,312
3709,fácil,312
1336,começa,312
8460,Trabalho,312
118,vive,312
4052,Martins,312
8555,habeas,312
19736,Hospital,311
992,execução,311
4238,disposição,311
8086,criminosos,311
7890,aprovada,311
119,momentos,311
7437,celular,311
7946,Dias,311
3760,trabalhadores,311
4627,Boa,310
11352,COM,310
659,obstrução,310
3485,revista,309
2736,Executivo,309
1812,locais,309
10929,Japão,309
4591,envolvimento,309
5573,poderiam,309
2516,autorização,308
924,devido,308
2094,energia,308
2760,Moura,308
1775,levado,308
2455,visão,307
3963,mensagens,307
3463,acordos,307
1860,simples,307
139,divulgado,307
2517,quarto,306
4427,década,306
1080,300,306
3274,profissional,306
12553,procedimento,305
3132,décadas,305
5341,Saud,304
11013,ameaças,304
1877,ganhar,304
163,pesquisas,304
676,Melo,304
3959,dúvida,304
2964,financiamento,304
2621,financeiro,303
6356,confiança,303
1802,expectativa,303
1122,podemos,303
3031,jornalistas,303
1068,novamente,302
7727,lembra,302
1726,colegas,302
4655,aprovado,302
8699,prestar,301
4638,apresentada,301
5479,mudou,300
8065,veículos,300
2390,completa,300
8139,ensino,300
7974,começaram,300
11904,pauta,299
2667,realizar,299
4441,festa,299
8796,SONORA,299
1448,recente,298
8556,corpus,298
4286,silêncio,298
4418,divulgada,297
10791,investiga,297
3306,Nesse,297
9906,julgado,297
2133,internacionais,297
4040,pago,297
4061,manifestações,296
6364,chegaram,296
1509,leva,296
2022,médicos,296
4781,França,295
2726,responsáveis,295
3876,paga,295
12505,estudo,295
5610,contar,295
3657,Assembleia,295
5487,André,294
3016,apresentação,293
8391,aumentar,293
5994,legal,293
398,iria,293
3144,permite,293
9328,salário,293
7713,perda,292
4243,buscar,292
1703,estudante,292
3320,Castro,292
747,recuperação,292
4105,portanto,292
6092,edição,292
2369,ocorre,292
2867,golpe,292
7615,Bumlai,291
2645,inquéritos,291
11742,Washington,291
18001,aeronave,291
10241,ocorrido,290
9533,números,290
11353,PALAVRA,290
10794,Goiás,290
7926,escolha,290
1411,fiscais,289
1283,especialista,289
4755,posso,287
4029,obter,287
10980,Jongun,287
3216,apresentado,287
2758,ator,287
7780,palavras,287
4475,2008,287
2775,Barroso,287
2939,programas,287
5972,sexual,286
7215,Europa,286
5732,custo,286
3614,paulista,286
3471,Força,285
3464,paz,285
6080,decreto,285
8542,doação,285
1903,suficiente,285
7759,Departamento,284
734,leis,284
2528,clique,284
4050,dificuldades,284
5805,compromisso,284
7124,dito,283
12816,século,283
2313,responde,283
5134,Santo,283
10032,negociação,283
8427,madrugada,283
9050,realização,283
4035,entregue,283
14778,Vaccari,283
3910,falando,282
2708,classe,282
1133,Outro,282
1294,propostas,281
895,iniciativa,281
1383,lançamento,281
8718,foto,280
4783,suspeitos,280
1682,consegue,280
13960,Associação,279
5346,Raquel,279
9966,afirmam,279
475,eleito,279
1606,acaba,279
8633,Rodrigues,279
8081,mandados,279
3622,ambos,279
4698,cassação,278
327,suposto,278
1822,Social,278
6487,movimentos,278
4468,vídeos,278
13138,Mundial,278
5555,tenta,278
2507,previsão,278
4254,entendimento,278
225,ideias,278
4326,passaram,277
5318,irmãos,277
8897,autos,277
2720,terem,277
1169,Temos,276
9880,jurídica,276
4636,liminar,276
1110,metros,276
15175,técnica,276
883,fotos,275
9669,impostos,275
5883,Qual,275
675,Ferreira,275
9539,despesas,275
10430,quis,275
2808,virou,274
7645,esposa,274
2835,Obama,274
10425,show,274
6876,artista,274
4637,provisória,274
2172,taxa,273
1464,zona,273
8330,ProcuradoriaGeral,273
6555,capaz,273
10124,arma,273
7581,acusados,273
3446,vicepresidente,272
2784,direita,272
10459,dizia,272
586,entrega,272
1489,representantes,272
462,diferença,272
784,quantidade,272
465,cima,271
1854,mostrou,271
4012,esperar,271
5986,vontade,271
2732,temas,270
6756,transporte,270
7629,trecho,270
2344,elementos,270
7995,veículo,270
11466,vagas,270
6289,encontrado,270
1536,alunos,270
20,gabinete,269
2895,pensar,269
3054,York,269
4635,pasta,269
10001,Glaucos,268
4931,Guerra,268
8111,andamento,268
12231,totalmente,267
10914,torno,267
1275,investimento,266
1175,Estamos,266
1288,abriu,266
3869,vantagem,266
4153,nomeação,266
2946,DEM,265
485,2006,265
664,cliente,265
1540,professores,265
3977,inteligência,265
2514,terceiro,265
3150,começo,264
691,recebimento,264
4065,apontou,264
4761,histórico,264
8205,cúpula,264
3002,Jornal,264
13320,Vamos,264
9537,metade,264
1842,haviam,263
2361,suspensão,263
3725,existência,263
9696,crédito,263
2260,Sua,263
2993,futebol,263
115,expressão,263
3609,aparece,262
332,naquele,262
3270,enfrentar,262
3256,Internacional,262
6112,perícia,262
2773,Luís,262
9428,Trabalhadores,262
233,comportamento,262
3944,completou,261
4115,efeitos,261
2274,existem,260
3949,Letícia,260
2188,mundial,260
5120,tempos,260
7296,longe,260
856,realizadas,260
1132,destaca,259
1818,Este,259
8543,ilegal,259
7956,homicídios,259
1224,condução,259
1628,acabar,259
3985,indicação,259
732,Foram,259
3830,desembargador,258
5520,gênero,258
11386,acrescentou,258
7331,carne,258
8804,financeira,258
20791,testes,258
